"","Domain","Phylum","Class","Order","Family","Genus","Species"
"5395bf5be14380c750451377c8451e395a6ac4fbbe3cacbea3874e09388ee0ed23b983f5274b8b12c0dd3ed83e5d51c4_d18fdc62274147ea8db45bc43b2d42c5774d35787b1c34737089bedf014a54ce3b34890eb6dd27f0b9a62de1b53457bb","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"2c993cb5c90d14edc32d15c9d8c7fb831d71e06b1e2e7f29679598c6fe9d5a37e541624a5c8740e7b8eaae1ff816aa74_d18fdc62274147ea8db45bc43b2d42c5774d35787b1c34737089bedf014a54ce3b34890eb6dd27f0b9a62de1b53457bb","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"4bb05c94265d7f74a63e51b79a5556ce039623da9c0ee3f759e8c63ebbf8888a0288dc968a7beea7202ae81ddac36009_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"7422749c1044112db6fea114678b60848c0caa38712f745a73a5cd23e7049cbb17458cad5255345d656944f5e7237814_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"3de886506cdf1c34c9744401dc6d290d29b598a2d2d2177514f034bdc69922cae883250f12287af771bafa2cdd3844bd_cf8188397c276379b5b844262b2a08a1556a2aa22902bff2afe29c5bf13f0bbfa2197763cad220926a99203d014b1237","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"3de886506cdf1c34c9744401dc6d290d29b598a2d2d2177514f034bdc69922cae883250f12287af771bafa2cdd3844bd_43ae208258644eb1ffa6a6377e3073c3d8f0257bf88a6c40b5ea6eafe09c7a4c90864bd8d8fdcd5603a77ae2ce05a3f8","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"3de886506cdf1c34c9744401dc6d290d29b598a2d2d2177514f034bdc69922cae883250f12287af771bafa2cdd3844bd_c53773a5bb857f7c22d918ff18dbe52965470ea29c6555ffec16ad2ac8ba8e2fe9d51013e43144361b4600b7812ea89f","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"3de886506cdf1c34c9744401dc6d290d29b598a2d2d2177514f034bdc69922cae883250f12287af771bafa2cdd3844bd_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"9aad5073a54bb4a0a744863c6cdde6826a38d63d65b16b0280cb467ac7b3d838ba95e98b602da0075c4a28851f0900e1_f0fb32f8c22ad0009aa95d44e8a54179fc434854204fd50e3dcfeab493f42362ec993d2a1e54a09a1a4b32cf7f4108f0","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"5ac3b48ecaf4f36eeef0a6c2176ac040aee9a51967691fbd267339bbd8dc9f611c6d525d525e3fd49161c966594e0e71_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"95658383144d88d3e6179f29474d43d489aa9f533a1568e9612a31cd4fadf733dad094c3e97d2fc6ac267b76485c0478_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"2c993cb5c90d14edc32d15c9d8c7fb831d71e06b1e2e7f29679598c6fe9d5a37e541624a5c8740e7b8eaae1ff816aa74_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"d8e4e5c49d0ff1feb9a90913c5060ca770520b0ed34feb76b8fb33b17c42019a4c5d4b714dbabaf8936a2246a548a74a_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"9aad5073a54bb4a0a744863c6cdde6826a38d63d65b16b0280cb467ac7b3d838ba95e98b602da0075c4a28851f0900e1_e8d27f7df02886c6dded64c8609e8d0febba3842add1748e69350e8ea66becca2af977ce477af9f6e7838b98ecbfc380","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","","",""
"4774eacf870ea1fa640a2c23f813a881dda241659310c85b34d6b3ec7ca7e6e6682c8cff6c74c378e1256673e3affb29_5b5c995c02e432f4cebb5a0046afc99860d08ad97d5b028ee02cf3162f0a6f25ec15e412e504c88a6043d95ae8fce6e9","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"7877234289612a816953223bcb54137c8c9b2fa97af88005cbef2ec2939babd08f006a3a6d1f17951e580c8fbb9b8a5d_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"5895d87a9669d81dc86f72d7650ce7c419883451149335c993812ab56c45306c54ba9cf12e670e73e40c4882841a2db6_19d768eaf18191362d0e9a680db08df560e05e254cef92ac9bd13483e5e005c4032ba38c8393e54b60a92babbff7957c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"fd1b41d4342af4166e8dcc2c5095a7065a068bedef791b1088b0029a74b3191dcf6316d042f68ca0e31c0fdeb3e75b56_19d768eaf18191362d0e9a680db08df560e05e254cef92ac9bd13483e5e005c4032ba38c8393e54b60a92babbff7957c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"7a46d06f95731fd2c81203c1cd69f9943ccc0041260f03a1941e3f98eb6e9d025df5057b4bd872461387d0848ba90355_fe1a129fca4d5d9d3357ede2f4431e22ea336aa87d3e0c5ce29b54d9fb93baa270b6776ce1f58f93fbc3f788c7d57a1a","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","uncultured_bacterium"
"e1a9f2dbc0fdd9e2af7caf388fb307a3c575a0d7c708408aa2eac28e8c005e1508ad204fb4bb4c91c701a9441c618760_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"0d3d0c596d2dc0b20abae8f1471dcca22c11be382d42bbac19f5e1da8cabb9b65acc3fa5f7cf9b1470f40217c16d53e3_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"816a20efb04b764dbd85410dd57ff8b0c4dad485aff241620d922b9055e6fd5e7b919c6c01ecc3105c08532260732470_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"d4019705b255ad7afcf50aa81d571a31a405090aa908c7b7b3733682c049485c885bab2ceefa364d7ebd743778099529_3c9f3c6e8783af70c23d2d659950b65eb241c0aef800372722e29c08ddf1f5383a2b5344c5237d12f88146e82868848e","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"d7e33a2456122ab4945e8abd9f4a31a1fb26a1a5bd0c32df029afacbe47f46bc70223d288cefa286a15af01380d41a2a_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"0b7681e8315ac64b5dfd8034a3df71135f8a3707dd93bc9ee93f5ec8654350b80c75c2e47a957a4c85ec1fbf35f7adad_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"42332e67cd882a2836510ef35aea24972e8d29158456e98b6910dd76501d94cd348f0dfb16e06d4e0d87ae5af695ad75_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"3b54d383ce4582450853361c3db0124b914baed55db457692289be35177cf47752f6961f23f77e87c1cc34fbb7b5dbfa_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"0f437588deaa5524f001ed89d983e8997f2ff42ddacb3fb14237f6f2040400b52243a1551ec47751fc9eb77b9eaa67a5_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"d92cdf057fe451780025d0ca275887734aa015b800839265cb8b12da456bfa304bebdbc033cda2ff590466f7891f7de8_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"aa114df55e2a612d997549537f11b7d3886263bf0b1c2c2d3bfaa56aaed075cace362eaafbe66bcd3d43d850ba008ca3_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"5a1299d1e94b83d6ef256f193f6856f671702d8d17ebd5210028da8889554cdde4aacd9ccb05d67103f531bc57498b47_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"d4019705b255ad7afcf50aa81d571a31a405090aa908c7b7b3733682c049485c885bab2ceefa364d7ebd743778099529_edff1faf8afec8f514765e88eb8b9a8f6bc9a4586d7f5f6629b1f509da5378b0cfa7003697e18dc098bed3a6a4934876","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",""
"ac1a4462a5e48b55c2e40865b2653b2c499bc0855b1ba55df6fa980a3d351d3465d62c09bb98108222699095dd9be3be_9ebc76acc9ff195fc58a6f4ecbe83f9a1a98bd5a132b894fe494618601ae36457d9354fab32aafba828bc6d2c197b7bc","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","uncultured","uncultured_bacterium","__"
"288f80b8c7a71a7415a4e098e9c8a66f6ef2879423c2d97e4df7eb72214e7b192fc8fae8835761bd1dde1cd3fc1aae63_0bba203c9df60946dc75cf0b1419a378d5a879a46dc56ab76da005b7533d26bd9b8e0882c7ca6873c20f9d4d1b0ac2df","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","uncultured","uncultured_Coriobacteriaceae_bacterium",""
"89141075c067a80949d85cf3a66cd0b09cfa556293df282e32f3ac901638023402256da21b09221639e5ad48d3d591dd_9810c3c908a29f9d8c2eb2fbb1aa1a4b908a5917d35ef484f771fe5f9e5bf273168dde5bb16cdb33555e8315ccb10d7c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","uncultured","uncultured_bacterium","__"
"caa2aa464fdf936d617f47584cf714d9289f6d5392ed2e2cd565c2b6552cc34f968f65d39cf4788dfa11a69636cad499_6760592dbf85af18d9a0bc74fe318e4c562f8bf95c4f072ff55d43c8db5297553bf20da36de358141bc5b8181e11886a","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",""
"2ff775af4bda2996399100dd4abb06ab0ac3c90cf9015190960f680f23c5307a0d6b27f8acb0739ebc16ef15d9671b8d_8d5e52821c53086fbe1a78e2c701caa1dafee3d154390430f62fc4d0bf9164a285dfe7607451e42616ccaf9b433e5b87","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Libanicoccus","uncultured_bacterium"
"ee213b793ae7eea383a78f2c5556084ba28fc4cc32f51284c16c736c8229544385b9e163fe1900d97cb77adbdda978b6_36157d887575c08bc22d08002a7df03ecef7ec442deb0b5733d6c057bc56d62d7e1f04316ca4b804e3b4e19d86b88dc6","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Libanicoccus","uncultured_bacterium"
"4bbdbcdea9a346200ee1157452012332ff9682cdb438c92fbbdd8ded42d31ffa54c91e1e305554aa0d1713ebdea59d92_d96805271449cb96eb89bc6b257721886a1c835b317b0c8ab3c6f1aa94a14ab64c7773920b00aeb752daf7978d95ab54","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Coriobacteriaceae_UCG-003","uncultured_bacterium"
"192ff43bf5a7d20034c17aac039519c407d9437580b467666d11dc92fac25da1e9f369af175f4c40a7dfce6a0f5e4367_c2efea6d3c97c3274f5cce9e67a2901244189afb410c483b6aaeb68d42ace40f9851ce44ba5a18441f4e60a90d73f256","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",""
"8bca4075c5b75ffbbcd359f50b49ed34b1a5c236261f016fa12204960adcadbf350e921d1d732a73e4f46a379685ecd3_059bb71a53000530657693817d4b56639b8a6fa836e03c608dfbc1896963ba213aaee8ca4a2d6be1f7b27db86c036ac5","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",""
"192e188a3bf5f4d39020aedce7d29ef44b64381fa911d51a829b19ff2a2a71584aafe35b49127280787a35ec41055398_d70dbbfbd2b19a8e295d747453df0725da45f9bc5ca3380e103d31b186011c0c424606ac382d2777fa465657c3e90ff9","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",""
"e38d5e8c8304b8f6324999e1fb318ce625722f99578f485f2cfc96717ba7b2a2e519a29771df9291a8622078de5ca525_3f98fb769468b25e55b5c43b28dd2b0f7ccd823681ab085e6fbd397d41773855ba148dda15999278e980019f4230ef25","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",""
"d13fd059574fd8d5ec0c73693593eb4249dd3f35151723968d0309a2aa50deca010aa5e59b8858d30b2088a68e1455b6_2ecfc01b1e86459e5d7271a2a85aab6ed37ac87c07519f41eab5b3dbac635cbde86b31288c27667e737aa15fa845741c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",""
"797ae94292dab8ccb19eaffb4b7c26c0d4f9d4c1e2c2c5d97ee1392627b0290a6409f78c2f17a7d42016ca9a5a6674d2_2ecfc01b1e86459e5d7271a2a85aab6ed37ac87c07519f41eab5b3dbac635cbde86b31288c27667e737aa15fa845741c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",""
"37609d7021d94965faf0d674ffa63f51606da253f89195bff4f361cd8920391295cc1846b5868e7cc015650d6b08703e_bed59bfbb8ca9471ee55b3dd0c4acd0bdc7f02f918ab104a548de59802b4083e59ac49aa0166c0fcf2618ef449c4c3e6","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"36577091496f39a6ba0fc9a02da10ad8bc0a87b1947705aba18b56196b5e13083511fff9f7db2ff1e34cbb86ac67b38b_ecdeb98bfb6cc00397b2e9236d9bc25cf4d0b1e15e38e0fc02721b00dfd9c3b6c230075838d0cd6e8bf67e003108602e","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"9d863e3ee0d93ef9a3f649383f2153637885cf228bdd01d1e28ed95aca19ae83f3a6a7e13df08b7fff3edb63f177b2b5_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"36577091496f39a6ba0fc9a02da10ad8bc0a87b1947705aba18b56196b5e13083511fff9f7db2ff1e34cbb86ac67b38b_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"37609d7021d94965faf0d674ffa63f51606da253f89195bff4f361cd8920391295cc1846b5868e7cc015650d6b08703e_2bea181a00ec6047b9aff243f1bbc62049c9e1b822aebfce0a31e3c79de133a2206373b27e4ca3348ea8fd0a95e2d36c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"37609d7021d94965faf0d674ffa63f51606da253f89195bff4f361cd8920391295cc1846b5868e7cc015650d6b08703e_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"858653d6a068c7abc36f3be334743e18910711ecab696dcfc6bf3288d750eaa795ed984c70962a038e6965f5b8987561_b8e127d244e30fd15815ae5311824b5ce5d1d72e3309b58c0b0d4310b97cca6b9f9e0d0ffbd721a740ea129cb0dec8a4","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured","uncultured_bacterium"
"a646f0e2c689a0e91ba12bf17f5b7ac2bda3e429fe971fbf67242539db014de7baf1f2e8f5a61f80b920aeb5d1211117_86026a4a87a06347bbe9fdf8a7f1d68b8922419870923b42a6155f653dbfe940ddc3c4cfcf1273afb3f4bc97b7bcd9de","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured","uncultured_bacterium"
"2d57f2db14be436000f9cb6d919338c431dd10b63ab6d378c9e0d9f28104f11914744cf23a0f625f4b5bbcc7851b3c7b_44f1b812df28ba3ae4162b5aee220f0d4bfb9cf46dde00edbc04975fe66d8df42b4e9b31062f6dcf296b720aa8990b0e","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"2d57f2db14be436000f9cb6d919338c431dd10b63ab6d378c9e0d9f28104f11914744cf23a0f625f4b5bbcc7851b3c7b_86026a4a87a06347bbe9fdf8a7f1d68b8922419870923b42a6155f653dbfe940ddc3c4cfcf1273afb3f4bc97b7bcd9de","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","uncultured",""
"c94bb0a785dda56c22acd8dfb04aaffd3e53600b183a1b13bba84760b38e26e03269494560718d8c1b6d38982dbefe31_e979b774fbcfee775a91040cbb22978a20f08545feb1c72f7d8a04be37b502ab9cb70cf302e9f7c43cca7a1dcbaf0d5e","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"f4495b706d9684d05f78b3b24de8355018e5d677e028b47b08fad5874311a21fe1b5c03e491b5cd276ca34cb2c0af5f2_538858d941b8613a82c8a45c687a403e77c3242732d1ab2c0b6fa7d5a22264bb5927e04c5bc506896939c5f2cb4010c5","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"ac8cad92762869762f56c8f429d44dd3134cb551169f1d8cb7b44ea1e3abfddfbe12640f763e80ca4c07d34afc22b36a_4c747f1674570c156f2e7a399532e542e90b08f6e5e33d6cb222813e4752ea3d8bf424b322d46d5e963dcbe06dabcdd6","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"9c25f4f5e7c43f0c6bc2b6d252b1a10b36f281ede6f4b785b3218d3fcb51a5d4f3643b3eab888e3418cf89a4cfc7c4d2_1daa55e7820d67940456b85e8c6c17bb993013e4ce43cb90fe358ba7a7d34025f95c9529460ff162433d173bc1700f3c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"ac8cad92762869762f56c8f429d44dd3134cb551169f1d8cb7b44ea1e3abfddfbe12640f763e80ca4c07d34afc22b36a_1daa55e7820d67940456b85e8c6c17bb993013e4ce43cb90fe358ba7a7d34025f95c9529460ff162433d173bc1700f3c","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"0b377c50389b718af6246118034664774c45f65c9a6d0ef7ba5f5f4dc1360c926d84da612083dedbda9f4275112133b4_6bcee630c4ffd3776591e1fdb2faf62d4aaa009063c4939caac2378ca0051c6b614732032caf378771657c82eb01506d","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","",""
"77140702fe06b2cd36f1553b403bb6bfd919746e41ccc49d0c0ab55d13f5e8281198ea9f53d17ab9f98876a92534494e_3ed182bc35c0bc790e9a4298d8da17d8faf65ca16c2e140fff2a08d6a46ac8144a4fcb849226f065b03ec8771f22c751","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia","uncultured_bacterium"
"54e2eaaaac82b8b27ae157b1a48ab812bb8c917337200e147130c737baef013bb89dbc9672ed1db03924bab3a6d714a2_3a4417dbed8cc33a2ff6bbd9f621bf4fb110634b32bea85d74e73b2796f6a5f7baa8daf944171da7641c314fd36b71fc","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia",""
"c0416cbcd82df6c506e60f6710258434ff914f835582a2531dd514a589ddf26936b5b0ebf10158c169bad0d1c2c675be_291cbcf3da244fe3708d10c107adb3b8e4279f0d422c217e1522a4ac7c87f445b3719bab911c5d49f1f6633669b2df20","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",""
"f7246cabab5d1f181b027cdc933439785c75da598df21dc9ad078ff6caf5e6824576cd4047c071435bbb384b39949624_291cbcf3da244fe3708d10c107adb3b8e4279f0d422c217e1522a4ac7c87f445b3719bab911c5d49f1f6633669b2df20","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",""
"da114a99d576533b1988785c4ca6b7403bfd9c200dc5504400cd2a2ea37c330a60a660942ee7a75d21bb194aa9eaa099_291cbcf3da244fe3708d10c107adb3b8e4279f0d422c217e1522a4ac7c87f445b3719bab911c5d49f1f6633669b2df20","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","uncultured_bacterium"
"5b6835726fc4b465b5cbb5091aa25760b388d0bc2f091aae30ce3c865c259535897b8a7be7f865f2bb6beb60221914d8_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured",""
"af2faf7c9bc41286773e1a75f4e28e6a708eafbc4077a79e94ad9cabb47d12f9f5143af5a0f36025c4d996265e6a0c33_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured",""
"c8017f49dcda4b4998105078daa33886c32c46b053b1e64f98faeafd0532791ee5eff957b7c2150cca0d16f1cc0495bb_75311d4388ee9e490dee50d143fe50cc2576a1e0db191a3ca6b6de4d8d33cf7fb4ca7b18a6f6aa1efda064b6c39a78e6","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured",""
"58280cb18b6992077c8d71fa305d1627007c9a6bf28c2e99768c3080afaa8cda40872fd5fe52cb8875c01f9b1f9f3f3d_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured",""
"1d0c3ad10a1be059c610028ebf9e06993eb93ca6e0301eb0b1e62a8cb70aee18181cf287486cb35e81f6b4e4559f0381_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured",""
"c8017f49dcda4b4998105078daa33886c32c46b053b1e64f98faeafd0532791ee5eff957b7c2150cca0d16f1cc0495bb_f63516df93c10062247536b3076c342b9e885a128822613abc1f745658fa7f8cb00ab00a8187e584c0d9a67c6a969f47","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","uncultured","uncultured_bacterium"
"4d6d2dd0332d2a6440c0bdd5b2674fd64c30947d9c45014b98c2496c29d1534626f45374dee9c2feb8f9746f383c0806_ac146d66b84b8362175bd528a0a5ae64d20634a628ded917f6ca55d8bfcf0c216f146d7678b5af421d1bcb6b8b46b5ec","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia",""
"ae8575e1bf26f4f07ba6cff0ee488a7ba95919132117a1e534e0fc976c6cad06fc9447964bebbf587942f0e35da0927f_f0408287ee04eb0f414e1f03d05d3375c21cdc6dda04d0a7b475f9f56f551860a91f09a32120ede40f59bb16e128be0d","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia",""
"ae8575e1bf26f4f07ba6cff0ee488a7ba95919132117a1e534e0fc976c6cad06fc9447964bebbf587942f0e35da0927f_0b55ed3b8a35b5de595ff923bb755a6f4042397735312adfc8ed3566e5759c5e0af9d4ca33cd707a85451a59e9080277","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia",""
"b82f3b30a37e12d5aa0f9641dcf2041e5fc968715b5d22508ac6d6ae907a8f5a8a0ba65873823d498541d1bd21a35b26_02b9febf7a18dd741beba942868201d6ba1d75b45c09fcb11fa106440b0cb48109cbae95d09170e210236d71217bbd74","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CHKCI002",""
"d3833e2bc8bb61ad223cec4caec10fae150c132e1729b07d0a83dd0e628a6103b1263eca4f5ffaff854a52e12ebcf2d3_f4f677326dc4805a159e7a8c476d31abf1c2d65ff51e1b46f01a3993dd740c563491489873f3cf2fad434337f306ab4b","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CHKCI002","uncultured_bacterium"
"cc966f528a1e19afaadaaa09d1c560f3aa7551c4cd4f7fef3f98685cf5b6a307de49c2cb85359914f36399ee79332d48_f4f677326dc4805a159e7a8c476d31abf1c2d65ff51e1b46f01a3993dd740c563491489873f3cf2fad434337f306ab4b","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","CHKCI002",""
